Index,Start,End,Text
2469,"02:31:25,080","02:31:27,080",You're the one who's upsetting her.
2470,"02:31:29,080","02:31:33,080",All right. Can I ask you again about the suitcase?
2471,"02:31:33,080","02:31:34,080",Yes.
2472,"02:31:34,080","02:31:37,080",Does that suitcase belong to you or is it the groaks?
2473,"02:31:38,080","02:31:39,080",No.
2474,"02:31:42,080","02:31:45,080",Let's try it another way. Who's is that suitcase?
2475,"02:31:45,080","02:31:47,080","It's yours, it's yours."
2476,"02:31:48,080","02:31:53,080",But you told Moomin Mama that it wasn't yours. It was the groaks.
2477,"02:31:53,080","02:31:55,080","Yes, we did."
2478,"02:31:57,080","02:32:01,080",Do you mind if I ask you one more time?
2479,"02:32:01,080","02:32:03,080",Please do.
2480,"02:32:03,080","02:32:05,080",Right. Here we go.
2481,"02:32:05,080","02:32:08,080","Now, all I want is a simple yes or no."
2482,"02:32:08,080","02:32:10,080",Is that suitcase yours or not?
2483,"02:32:10,080","02:32:12,080","No, yes."
2484,"02:32:13,080","02:32:17,080","Oh, take your time, Snork Maiden."
2485,"02:32:17,080","02:32:19,080","And don't rush them, he said."
2486,"02:32:19,080","02:32:21,080","What was that, Snork Maiden?"
2487,"02:32:21,080","02:32:24,080","Look, I'm sorry, but can I ask you again?"
2488,"02:32:24,080","02:32:26,080","Yes, as many times as you want."
2489,"02:32:26,080","02:32:29,080",Thank you. This is the very last time.
2490,"02:32:29,080","02:32:31,080",So please tell me the truth.
2491,"02:32:34,080","02:32:36,080","Now then, the suitcase."
2492,"02:32:36,080","02:32:37,080",Yes.
2493,"02:32:37,080","02:32:38,080",You know which one?
2494,"02:32:38,080","02:32:39,080",Yes.
2495,"02:32:39,080","02:32:41,080",Does it belong to you?
2496,"02:32:41,080","02:32:43,080","Yes, it does."
2497,"02:32:43,080","02:32:45,080",So it's not the groaks.
2498,"02:32:45,080","02:32:47,080","Yes, it is not the groaks."
2499,"02:32:47,080","02:32:50,080","At last, we're getting somewhere, praise the booble."
2500,"02:32:50,080","02:32:53,080",We're very happy for you.
2501,"02:32:53,080","02:32:55,080",Snork Maiden is really having to work hard.
2502,"02:32:55,080","02:32:58,080","I wouldn't have, I'd scare them into talking."
2503,"02:32:58,080","02:32:59,080",You should have let me go.
2504,"02:32:59,080","02:33:01,080","Yeah, but we wanted someone gentle."
2505,"02:33:01,080","02:33:04,080",Snork Maiden is nice.
2506,"02:33:04,080","02:33:07,080",Everybody in this house is nice.
2507,"02:33:07,080","02:33:10,080",Do you think they'd let us stay here forever?
2508,"02:33:10,080","02:33:11,080",Of course.
2509,"02:33:11,080","02:33:13,080",If we can keep away from the grog.
2510,"02:33:16,080","02:33:18,080","It took a long time, but in the end they trusted me."
2511,"02:33:18,080","02:33:20,080",And now we're good friends.
2512,"02:33:20,080","02:33:23,080",Who wouldn't trust you and want to be good friends?
2513,"02:33:23,080","02:33:24,080",Thank you.
2514,"02:33:24,080","02:33:28,080","It wasn't easy, though. They kept speaking together and I got rather muddled."
2515,"02:33:28,080","02:33:30,080",But they did tell me somehow.
2516,"02:33:30,080","02:33:31,080",Rather muddled.
2517,"02:33:31,080","02:33:34,080","I told you guys, you should have let me do it."
2518,"02:33:34,080","02:33:37,080","Oh, I'm afraid I didn't get very much, though."
2519,"02:33:37,080","02:33:39,080",I knew you wouldn't.
2520,"02:33:39,080","02:33:42,080","So, what did you find out then, Snork Maiden?"
2521,"02:33:42,080","02:33:43,080",Tell us.
2522,"02:33:43,080","02:33:47,080","Well, first of all, the suitcase does seem to be theirs."
2523,"02:33:47,080","02:33:49,080",That was one thing they made very clear.
2524,"02:33:49,080","02:33:50,080",Linhul can the grog.
2525,"02:33:50,080","02:33:51,080","Just a minute, Moomin."
2526,"02:33:51,080","02:33:55,080",What's in the suitcase on the other hand belongs to the grog.
2527,"02:33:55,080","02:33:56,080",That's the problem.
2528,"02:33:56,080","02:34:00,080","Oh, dear. So they do have something belonging to a..."
2529,"02:34:00,080","02:34:01,080",Oh.
2530,"02:34:01,080","02:34:03,080","Well, Snork Maiden, what is it?"
2531,"02:34:03,080","02:34:05,080","They wouldn't tell me what it is, little Mai."
2532,"02:34:05,080","02:34:08,080",Only that it is the most beautiful thing in the world.
2533,"02:34:08,080","02:34:10,080","Oh, is it?"
2534,"02:34:10,080","02:34:12,080",I wonder.
2535,"02:34:12,080","02:34:15,080",This is very difficult to understand.
2536,"02:34:15,080","02:34:19,080","I mean, thing of me and Bob don't look like thieves at all, do they?"
2537,"02:34:19,080","02:34:22,080","So, the grog just wanted back what is hers."
2538,"02:34:22,080","02:34:26,080",I don't see how that big ugly monster could own the most beautiful thing in the world.
2539,"02:34:26,080","02:34:30,080","Well, what they said was that she just happened to have it."
2540,"02:34:30,080","02:34:33,080",They didn't say whether it belonged to her or not.
2541,"02:34:33,080","02:34:35,080",So she might have stolen it herself.
2542,"02:34:35,080","02:34:37,080","They shouldn't have taken it, though."
2543,"02:34:37,080","02:34:39,080","Oh, dear, oh, dear."
2544,"02:34:39,080","02:34:44,080",Bob and thing of me are very frightened of how she'll take her revenge if she catches them.
2545,"02:34:44,080","02:34:48,080","But they're very determined to keep what's in the suitcase, Moomin, Papa."
2546,"02:34:48,080","02:34:51,080","Oh, this is a fine mess indeed."
2547,"02:34:51,080","02:34:53,080",The grog is sure to come back tonight.
2548,"02:34:53,080","02:34:54,080",What can we do?
2549,"02:34:54,080","02:34:56,080",What can we do?
2550,"02:34:56,080","02:34:57,080",What can we do?
2551,"02:34:57,080","02:34:59,080",We can do the same as before.
2552,"02:34:59,080","02:35:01,080","Yeah, but it's not fair to drive her away."
2553,"02:35:01,080","02:35:04,080",If what's in the suitcase really does belong to her?
2554,"02:35:05,080","02:35:10,080",She means to get the suitcase and I don't think it will be so easy to get rid of her this time.
2555,"02:35:10,080","02:35:13,080","And if she stays, we'll have a never-ending winter."
2556,"02:35:14,080","02:35:17,080","Well, I'll cover up the petunias just in case."
2557,"02:35:17,080","02:35:19,080",Are you all going to stay here?
2558,"02:35:19,080","02:35:20,080",I'll look after Snork.
2559,"02:35:20,080","02:35:22,080","I will, Moomin, Mama, I'll stay."
2560,"02:35:22,080","02:35:24,080","You'll stay, won't you, Snuffkin?"
2561,"02:35:24,080","02:35:26,080","Don't look so clump, everyone."
2562,"02:35:26,080","02:35:27,080",I've got an idea.
2563,"02:35:27,080","02:35:30,080",But it would help if we knew what was in that suitcase.
2564,"02:35:30,080","02:35:32,080","But even if we didn't, it could still work."
2565,"02:35:32,080","02:35:34,080","And what is it, dear?"
2566,"02:35:34,080","02:35:37,080","Just wait, Papa. You'll see."
2567,"02:36:33,080","02:36:34,080",Oh!
2568,"02:36:47,080","02:36:49,080",She's coming!
2569,"02:36:49,080","02:36:50,080",Are we?
2570,"02:36:50,080","02:36:52,080",She's not far away!
2571,"02:36:52,080","02:36:54,080","Oh, I hope Moomin Papa can do something."
2572,"02:36:54,080","02:36:56,080","It's your girl, little mom."
2573,"02:36:56,080","02:36:57,080","Yes, I know."
2574,"02:36:57,080","02:36:59,080",There's the king and the queen.
2575,"02:37:00,080","02:37:01,080",This one?
2576,"02:37:02,080","02:37:04,080","Uh-oh, she's coming."
2577,"02:37:04,080","02:37:06,080",Just when I was winning.
2578,"02:37:06,080","02:37:09,080","You better hide under the table, little my."
2579,"02:37:09,080","02:37:10,080",Don't be stupid!
2580,"02:37:10,080","02:37:13,080",How can I hit her with my rolling pin from there?
2581,"02:37:22,080","02:37:23,080","Where is she, Papa?"
2582,"02:37:23,080","02:37:25,080",Exactly where she was yesterday.
2583,"02:37:25,080","02:37:27,080","I'll go for a toast, alright, Papa?"
2584,"02:37:27,080","02:37:32,080","Let me go first, and then the rest of you can fan out behind me."
2585,"02:37:32,080","02:37:34,080",Moomin Mama.
2586,"02:37:34,080","02:37:36,080","What is it, Papa?"
2587,"02:37:36,080","02:37:39,080",Perhaps now's the time to tell us your idea.
2588,"02:37:39,080","02:37:41,080",We haven't long.
2589,"02:37:42,080","02:37:44,080",Wait!
2590,"02:37:53,080","02:37:57,080",Don't go away! We want to talk to you!
2591,"02:37:57,080","02:38:03,080",We know that you've come back to get what thingamy and Bob took from you.
2592,"02:38:03,080","02:38:07,080","That is right, isn't it, huh?"
2593,"02:38:07,080","02:38:14,080","Well, won't you let them keep it, uh, perhaps?"
2594,"02:38:14,080","02:38:19,080","Now, will you sell it to them?"
2595,"02:38:19,080","02:38:21,080","Oh, dear."
2596,"02:38:21,080","02:38:25,080",I have some very beautiful things here in my bag.
2597,"02:38:25,080","02:38:29,080","Maybe you'd like to trade, Groke?"
2598,"02:38:38,080","02:38:42,080",What about this pendant? Isn't it lovely?
2599,"02:38:45,080","02:38:47,080","So, you don't like that?"
2600,"02:38:47,080","02:38:50,080","Uh, what about this then?"
2601,"02:38:52,080","02:38:55,080",Or this?
2602,"02:38:59,080","02:39:01,080",Oh.
2603,"02:39:01,080","02:39:04,080",All right. Why don't you choose?
2604,"02:39:04,080","02:39:09,080","Take anything you want from my handbag, except the hair slide."
2605,"02:39:16,080","02:39:20,080","Which one do you want, this one?"
2606,"02:39:20,080","02:39:24,080","Let me see, with this."
2607,"02:39:24,080","02:39:28,080","Oh, this one?"
2608,"02:39:28,080","02:39:32,080","Oh, dear, that's not really mine to give to you."
2609,"02:39:32,080","02:39:34,080",The snorkemaiden gave that to Mumen.
2610,"02:39:34,080","02:39:38,080",Is it all right if I give the shell to her Mumen?
2611,"02:39:38,080","02:39:40,080","Oh, Mum!"
2612,"02:39:40,080","02:39:41,080",You'll never allow.
2613,"02:39:41,080","02:39:42,080",Are you all right?
2614,"02:39:42,080","02:39:47,080","Yes, my hand was suddenly frozen."
2615,"02:39:47,080","02:39:50,080","No, you've got the shell, Mrs. Groke."
2616,"02:39:50,080","02:39:55,080",Do you promise not to come back anymore?
2617,"02:39:55,080","02:39:59,080",Because I'll get you if you do.
2618,"02:40:03,080","02:40:07,080","Oh, Mum!"
2619,"02:40:13,080","02:40:17,080","Well, that was a close thing. I'm glad that's over."
2620,"02:40:17,080","02:40:20,080","Oh, you were marvelous, Mumen."
2621,"02:40:22,080","02:40:24,080","I'm so sorry, Mumen."
2622,"02:40:24,080","02:40:28,080",I forgot that I had put your precious shell in my handbag to keep it safe.
2623,"02:40:28,080","02:40:31,080","It's all right, Mumen. You gave it in a good cause."
2624,"02:40:33,080","02:40:36,080","What snorkemaiden going to say, Mumen?"
2625,"02:40:36,080","02:40:37,080",What?
2626,"02:40:37,080","02:40:40,080","I heard you. You said you'd never go to sleep without kissing it,"
2627,"02:40:40,080","02:40:43,080",or something equally stupid.
2628,"02:40:43,080","02:40:45,080","Well, I'm not going to tell snorkemaiden,"
2629,"02:40:45,080","02:40:49,080","but I think Mum, I did the right thing."
2630,"02:40:49,080","02:40:52,080",She'll find out I'm fed up with secrets.
2631,"02:40:52,080","02:40:57,080","I'm always going to tell the truth from now on, no matter what."
2632,"02:41:03,080","02:41:07,080","Mumen, Mumen! Look! I found one!"
2633,"02:41:07,080","02:41:09,080",Really?
2634,"02:41:09,080","02:41:14,080","Well, it's very similar, but the one snorkemaiden gave me was much bigger."
2635,"02:41:14,080","02:41:17,080","Oh, a lot bigger, was it?"
2636,"02:41:17,080","02:41:20,080",Mumen had decided that he had to find a shell that was exactly the same
2637,"02:41:20,080","02:41:22,080",as the one snorkemaiden had given him.
2638,"02:41:22,080","02:41:27,080","Then with luck, she would never find out what he'd done with it."
2639,"02:41:33,080","02:41:35,080",Oh!
2640,"02:41:40,080","02:41:44,080",This is it! This is it! I killed it!
2641,"02:41:47,080","02:41:50,080",It's exactly the same as the other one.
2642,"02:41:50,080","02:41:53,080","Nothing short of a miracle, isn't it?"
2643,"02:41:53,080","02:41:56,080","But then in Mumen Valley, miracles do happen."
2644,"02:41:57,080","02:42:05,080",They love the laughter and they love to live in the movements.
2645,"02:42:05,080","02:42:12,080",Believing in sharing and caring and giving the movements.
2646,"02:42:12,080","02:42:16,080",They're always happy and always at play.
2647,"02:42:16,080","02:42:20,080",The movements are having fun day after day.
2648,"02:42:20,080","02:42:27,080",They love the laughter and they love to live in the movements.
2649,"02:42:27,080","02:42:34,080",Believing in sharing and caring and giving the movements.
2650,"02:42:34,080","02:42:38,080",They're always happy and always at play.
2651,"02:42:38,080","02:42:42,080",The movements are having fun day after day.
2652,"02:42:42,080","02:42:45,080",The movements are having fun day after day.
2653,"02:42:45,080","02:42:50,080",The movements are having fun day after day.
2654,"02:42:50,080","02:42:53,080",The movements.
2655,"02:42:53,080","02:42:57,080",The movements.
2656,"02:42:57,080","02:43:03,080",The movements.
2657,"02:43:15,080","02:43:22,080",The movements.
2658,"02:43:22,080","02:43:25,080",Here they are for one and all.
2659,"02:43:25,080","02:43:28,080",The movements are about to come.
2660,"02:43:28,080","02:43:31,080",Come on and sit down here with me.
2661,"02:43:31,080","02:43:33,080",They're here for you on your TV.
2662,"02:43:33,080","02:43:36,080",They are the movements.
2663,"02:43:36,080","02:43:39,080",They are the movements.
2664,"02:43:39,080","02:43:42,080","So come with me, give me your hand."
2665,"02:43:42,080","02:43:45,080",I'll take you up to Mumen land.
2666,"02:43:45,080","02:43:48,080",You can fly just like a bird.
2667,"02:43:48,080","02:43:50,080",Sing that song ever.
2668,"02:43:50,080","02:43:53,080",There were the movements.
2669,"02:43:53,080","02:43:56,080",There were the movements.
2670,"02:43:56,080","02:43:59,080",There were the movements.
2671,"02:43:59,080","02:44:02,080",There were the movements.
2672,"02:44:02,080","02:44:05,080",There were the movements.
2673,"02:44:05,080","02:44:08,080",There were the movements.
2674,"02:44:12,080","02:44:15,080",There were the movements.
2675,"02:44:15,080","02:44:18,080",There were the movements.
2676,"02:44:18,080","02:44:21,080",There were the movements.
2677,"02:44:21,080","02:44:24,080",There were the movements.
2678,"02:44:24,080","02:44:27,080",There were the movements.
2679,"02:44:27,080","02:44:30,080",There were the movements.
2680,"02:44:30,080","02:44:33,080",There were the movements.
2681,"02:44:33,080","02:44:36,080",There were the movements.
2682,"02:44:36,080","02:44:39,080",There were the movements.
2683,"02:44:39,080","02:44:45,080",There were the movements.
2684,"02:44:45,080","02:44:50,080",There were the movements.
2685,"02:44:50,080","02:44:54,080",There were the movements.
2686,"02:44:54,080","02:44:57,080",There were the movements.
2687,"02:44:57,080","02:45:00,080",I can't.
2688,"02:45:00,080","02:45:17,280",That's all right.
2689,"02:45:17,280","02:45:21,520","Thank you, think of me."
2690,"02:45:21,520","02:45:22,520",Are you going out?
2691,"02:45:22,520","02:45:24,520","Yes, for a walk."
2692,"02:45:24,520","02:45:27,520",We'll have fun.
